player_id,player_name,team_id,season,attempts,made,points,xpoints,poe,poe_per_100,poe_ci_low,poe_ci_high,pps,xpps,efg_pct,ts_pct,league_avg_ts_pct,rel_ts_pct
1628379,Luke Kennard,1610612763,2022-23,381,188,509,400.995080125376,108.00491987462402,28.347747998588986,13.674574713421592,41.574643815152946,1.3359580052493438,1.052480525263454,0.6679790026246719,0.6839362661589338,0.5812564486301708,0.10267981752876298
203999,Nikola Jokić,1610612743,2022-23,1020,646,1349,1078.7862210441817,270.21377895581827,26.491546956452773,20.181465888202087,32.436045785435574,1.322549019607843,1.0576335500433154,0.6612745098039216,0.7014776689357464,0.5812564486301708,0.12022122030557558
201142,Kevin Durant,1610612756,2022-23,862,483,1059,858.8561931498076,200.1438068501924,23.218539077748538,16.022225927110693,30.99230876464518,1.228538283062645,0.9963528922851597,0.6142691415313225,0.6769346653980336,0.5812564486301708,0.09567821676786281
201939,Stephen Curry,1610612744,2022-23,1128,558,1388,1160.4304320340502,227.56956796594977,20.174607089179943,12.847892224776329,27.517985794811086,1.2304964539007093,1.0287503830089098,0.6152482269503546,0.6557168321874204,0.5812564486301708,0.0744603835572496
1627739,Kris Dunn,1610612762,2022-23,216,116,249,208.55694345693925,40.44305654306075,18.72363728845405,4.348761863752592,33.48877311654174,1.1527777777777777,0.9655414048932373,0.5763888888888888,0.6058833361190039,0.5812564486301708,0.024626887488833127
1630559,Austin Reaves,1610612747,2022-23,489,259,604,518.8304485981275,85.16955140187247,17.417086176252038,6.64031156087099,27.802374869501485,1.2351738241308794,1.061002962368359,0.6175869120654397,0.686613913616881,0.5812564486301708,0.10535746498671017
1630573,Sam Hauser,1610612738,2022-23,394,180,500,434.5375487926082,65.46245120739178,16.614835331825326,2.878600230307491,29.798703467826336,1.2690355329949239,1.1028871796766706,0.6345177664974619,0.6344800237930008,0.5812564486301708,0.05322357516283005
1630557,Corey Kispert,1610612764,2022-23,585,291,745,651.8228109497895,93.17718905021047,15.9277246239676,4.971343057598942,26.953319480796544,1.2735042735042734,1.1142270272645975,0.6367521367521367,0.6573462451099852,0.5812564486301708,0.0760897964798144
1629655,Daniel Gafford,1610612764,2022-23,395,289,578,517.9257766079576,60.07422339204243,15.208664149884157,7.224045367740797,22.826572609009286,1.4632911392405064,1.3112044977416648,0.7316455696202532,0.7385601743211533,0.5812564486301708,0.1573037256909825
1630198,Isaiah Joe,1610612760,2022-23,507,224,609,535.9030237770926,73.09697622290741,14.417549550869314,2.828127955706187,25.654205712510347,1.2011834319526626,1.0570079364439695,0.6005917159763313,0.6259057971014492,0.5812564486301708,0.04464934847127844
201143,Al Horford,1610612738,2022-23,479,228,601,533.6683784170449,67.33162158295511,14.05670596721401,2.425943402005737,26.201158846896792,1.254697286012526,1.114130226340386,0.627348643006263,0.630837293134524,0.5812564486301708,0.04958084450435318
1629660,Ty Jerome,1610612744,2022-23,242,118,271,237.037359893529,33.962640106471014,14.034148804326865,-1.1307765645380514,28.69904102178267,1.1198347107438016,0.979493222700533,0.5599173553719008,0.5941393631748961,0.5812564486301708,0.012882914544725343
203552,Seth Curry,1610612751,2022-23,449,208,510,448.51168709500524,61.48831290499476,13.694501760577896,0.9949577000340355,25.608758692920613,1.135857461024499,0.9989124434187199,0.5679287305122495,0.5927726120033813,0.5812564486301708,0.011516163373210486
1627763,Malcolm Brogdon,1610612738,2022-23,732,354,840,742.5881216929346,97.41187830706542,13.307633648506206,5.022849385526598,22.08256471871493,1.1475409836065573,1.0144646471214953,0.5737704918032787,0.6150364101554812,0.5812564486301708,0.033779961525310376
1628989,Kevin Huerter,1610612758,2022-23,866,420,1045,932.9731002997416,112.02689970025835,12.936131605110665,5.210466715807052,21.478787198646863,1.2066974595842956,1.077336143533189,0.6033487297921478,0.6171235546316747,0.5812564486301708,0.03586710600150389
1627777,Georges Niang,1610612755,2022-23,502,222,598,533.9612318130037,64.03876818699632,12.756726730477356,0.569489057154838,24.245313268387658,1.1912350597609562,1.0636677924561826,0.5956175298804781,0.6103871215024914,0.5812564486301708,0.02913067287232063
202695,Kawhi Leonard,1610612746,2022-23,870,446,996,885.1042221703536,110.89577782964636,12.746641129844411,5.23698305924055,20.43358940903433,1.1448275862068966,1.0173611749084523,0.5724137931034483,0.623389953308646,0.5812564486301708,0.04213350467847521
203925,Joe Harris,1610612751,2022-23,440,201,544,489.32452758381226,54.675472416187745,12.426243730951759,0.4865075613799219,25.06217215253584,1.2363636363636363,1.1121011990541187,0.6181818181818182,0.6212415988680581,0.5812564486301708,0.03998515023788729
202681,Kyrie Irving,1610612742,2022-23,1202,594,1376,1228.5950615244062,147.40493847559378,12.263306029583509,5.730891345273625,18.700963391062075,1.1447587354409319,1.0221256751450967,0.5723793677204659,0.6133230545982225,0.5812564486301708,0.032066605968051665
204060,Joe Ingles,1610612749,2022-23,247,108,299,271.0844471895376,27.915552810462373,11.301843243102175,-5.080634950995206,27.492685020711924,1.2105263157894737,1.097507883358452,0.6052631578947368,0.6161561187995646,0.5812564486301708,0.03489967016939377
